,Paths,Label
4824,DATA/train/VeryMildDemented/verymildDem731.jpg,3
4211,DATA/train/VeryMildDemented/verymildDem18.jpg,3
3389,DATA/train/VeryMildDemented/verymildDem1051.jpg,3
3171,DATA/train/NonDemented/nonDem903.jpg,1
2444,DATA/train/NonDemented/nonDem2552.jpg,1
252,DATA/train/MildDemented/mildDem325.jpg,0
183,DATA/train/MildDemented/mildDem263.jpg,0
975,DATA/train/NonDemented/nonDem123.jpg,1
3504,DATA/train/VeryMildDemented/verymildDem1155.jpg,3
4342,DATA/train/VeryMildDemented/verymildDem298.jpg,3
3425,DATA/train/VeryMildDemented/verymildDem1084.jpg,3
817,DATA/train/NonDemented/nonDem1088.jpg,1
2028,DATA/train/NonDemented/nonDem2178.jpg,1
2090,DATA/train/NonDemented/nonDem2233.jpg,1
4445,DATA/train/VeryMildDemented/verymildDem390.jpg,3
3489,DATA/train/VeryMildDemented/verymildDem1141.jpg,3
2227,DATA/train/NonDemented/nonDem2357.jpg,1
2274,DATA/train/NonDemented/nonDem24.jpg,1
2069,DATA/train/NonDemented/nonDem2214.jpg,1
3495,DATA/train/VeryMildDemented/verymildDem1147.jpg,3
5050,DATA/train/VeryMildDemented/verymildDem935.jpg,3
2568,DATA/train/NonDemented/nonDem360.jpg,1
661,DATA/train/MildDemented/mildDem694.jpg,0
4369,DATA/train/VeryMildDemented/verymildDem321.jpg,3
4464,DATA/train/VeryMildDemented/verymildDem407.jpg,3
2558,DATA/train/NonDemented/nonDem351.jpg,1
3823,DATA/train/VeryMildDemented/verymildDem1442.jpg,3
803,DATA/train/NonDemented/nonDem1075.jpg,1
540,DATA/train/MildDemented/mildDem585.jpg,0
3851,DATA/train/VeryMildDemented/verymildDem1468.jpg,3
3967,DATA/train/VeryMildDemented/verymildDem1572.jpg,3
1415,DATA/train/NonDemented/nonDem1626.jpg,1
131,DATA/train/MildDemented/mildDem216.jpg,0
4408,DATA/train/VeryMildDemented/verymildDem357.jpg,3
3842,DATA/train/VeryMildDemented/verymildDem146.jpg,3
1663,DATA/train/NonDemented/nonDem185.jpg,1
3635,DATA/train/VeryMildDemented/verymildDem1273.jpg,3
4966,DATA/train/VeryMildDemented/verymildDem86.jpg,3
4179,DATA/train/VeryMildDemented/verymildDem1763.jpg,3
3907,DATA/train/VeryMildDemented/verymildDem1518.jpg,3
3682,DATA/train/VeryMildDemented/verymildDem1315.jpg,3
1987,DATA/train/NonDemented/nonDem2140.jpg,1
2985,DATA/train/NonDemented/nonDem736.jpg,1
2943,DATA/train/NonDemented/nonDem699.jpg,1
338,DATA/train/MildDemented/mildDem402.jpg,0
3914,DATA/train/VeryMildDemented/verymildDem1524.jpg,3
3745,DATA/train/VeryMildDemented/verymildDem1372.jpg,3
3852,DATA/train/VeryMildDemented/verymildDem1469.jpg,3
876,DATA/train/NonDemented/nonDem1140.jpg,1
3037,DATA/train/NonDemented/nonDem783.jpg,1
1104,DATA/train/NonDemented/nonDem1346.jpg,1
26,DATA/train/MildDemented/mildDem121.jpg,0
3223,DATA/train/NonDemented/nonDem950.jpg,1
1336,DATA/train/NonDemented/nonDem1555.jpg,1
57,DATA/train/MildDemented/mildDem15.jpg,0
3839,DATA/train/VeryMildDemented/verymildDem1457.jpg,3
225,DATA/train/MildDemented/mildDem300.jpg,0
557,DATA/train/MildDemented/mildDem60.jpg,0
3281,DATA/train/ModerateDemented/moderateDem12.jpg,2
83,DATA/train/MildDemented/mildDem173.jpg,0
1669,DATA/train/NonDemented/nonDem1855.jpg,1
319,DATA/train/MildDemented/mildDem386.jpg,0
3116,DATA/train/NonDemented/nonDem854.jpg,1
4062,DATA/train/VeryMildDemented/verymildDem1658.jpg,3
3953,DATA/train/VeryMildDemented/verymildDem156.jpg,3
3863,DATA/train/VeryMildDemented/verymildDem1479.jpg,3
1632,DATA/train/NonDemented/nonDem1821.jpg,1
4657,DATA/train/VeryMildDemented/verymildDem581.jpg,3
2148,DATA/train/NonDemented/nonDem2286.jpg,1
4842,DATA/train/VeryMildDemented/verymildDem748.jpg,3
2424,DATA/train/NonDemented/nonDem2534.jpg,1
864,DATA/train/NonDemented/nonDem113.jpg,1
4978,DATA/train/VeryMildDemented/verymildDem870.jpg,3
2344,DATA/train/NonDemented/nonDem2462.jpg,1
925,DATA/train/NonDemented/nonDem1185.jpg,1
4366,DATA/train/VeryMildDemented/verymildDem319.jpg,3
5095,DATA/train/VeryMildDemented/verymildDem976.jpg,3
4390,DATA/train/VeryMildDemented/verymildDem340.jpg,3
3161,DATA/train/NonDemented/nonDem895.jpg,1
429,DATA/train/MildDemented/mildDem485.jpg,0
3611,DATA/train/VeryMildDemented/verymildDem1251.jpg,3
748,DATA/train/NonDemented/nonDem1025.jpg,1
4731,DATA/train/VeryMildDemented/verymildDem648.jpg,3
3971,DATA/train/VeryMildDemented/verymildDem1576.jpg,3
3210,DATA/train/NonDemented/nonDem939.jpg,1
3806,DATA/train/VeryMildDemented/verymildDem1427.jpg,3
4393,DATA/train/VeryMildDemented/verymildDem343.jpg,3
365,DATA/train/MildDemented/mildDem427.jpg,0
3880,DATA/train/VeryMildDemented/verymildDem1494.jpg,3
2370,DATA/train/NonDemented/nonDem2486.jpg,1
4301,DATA/train/VeryMildDemented/verymildDem260.jpg,3
2322,DATA/train/NonDemented/nonDem2442.jpg,1
123,DATA/train/MildDemented/mildDem209.jpg,0
2749,DATA/train/NonDemented/nonDem523.jpg,1
4827,DATA/train/VeryMildDemented/verymildDem734.jpg,3
4090,DATA/train/VeryMildDemented/verymildDem1683.jpg,3
3787,DATA/train/VeryMildDemented/verymildDem141.jpg,3
3439,DATA/train/VeryMildDemented/verymildDem1097.jpg,3
3292,DATA/train/ModerateDemented/moderateDem22.jpg,2
3890,DATA/train/VeryMildDemented/verymildDem1502.jpg,3
4804,DATA/train/VeryMildDemented/verymildDem713.jpg,3
4730,DATA/train/VeryMildDemented/verymildDem647.jpg,3
4821,DATA/train/VeryMildDemented/verymildDem729.jpg,3
4051,DATA/train/VeryMildDemented/verymildDem1648.jpg,3
3602,DATA/train/VeryMildDemented/verymildDem1243.jpg,3
3006,DATA/train/NonDemented/nonDem755.jpg,1
4287,DATA/train/VeryMildDemented/verymildDem248.jpg,3
979,DATA/train/NonDemented/nonDem1233.jpg,1
3567,DATA/train/VeryMildDemented/verymildDem1211.jpg,3
2292,DATA/train/NonDemented/nonDem2415.jpg,1
5116,DATA/train/VeryMildDemented/verymildDem995.jpg,3
2397,DATA/train/NonDemented/nonDem251.jpg,1
4581,DATA/train/VeryMildDemented/verymildDem512.jpg,3
110,DATA/train/MildDemented/mildDem198.jpg,0
2999,DATA/train/NonDemented/nonDem749.jpg,1
2702,DATA/train/NonDemented/nonDem481.jpg,1
1242,DATA/train/NonDemented/nonDem1470.jpg,1
195,DATA/train/MildDemented/mildDem274.jpg,0
3712,DATA/train/VeryMildDemented/verymildDem1342.jpg,3
5111,DATA/train/VeryMildDemented/verymildDem990.jpg,3
2554,DATA/train/NonDemented/nonDem348.jpg,1
583,DATA/train/MildDemented/mildDem623.jpg,0
4886,DATA/train/VeryMildDemented/verymildDem788.jpg,3
1709,DATA/train/NonDemented/nonDem1891.jpg,1
3147,DATA/train/NonDemented/nonDem882.jpg,1
2353,DATA/train/NonDemented/nonDem2470.jpg,1
4739,DATA/train/VeryMildDemented/verymildDem655.jpg,3
4533,DATA/train/VeryMildDemented/verymildDem47.jpg,3
250,DATA/train/MildDemented/mildDem323.jpg,0
1378,DATA/train/NonDemented/nonDem1593.jpg,1
2896,DATA/train/NonDemented/nonDem656.jpg,1
3481,DATA/train/VeryMildDemented/verymildDem1134.jpg,3
2233,DATA/train/NonDemented/nonDem2362.jpg,1
3679,DATA/train/VeryMildDemented/verymildDem1312.jpg,3
708,DATA/train/MildDemented/mildDem91.jpg,0
2193,DATA/train/NonDemented/nonDem2326.jpg,1
1784,DATA/train/NonDemented/nonDem1959.jpg,1
2745,DATA/train/NonDemented/nonDem52.jpg,1
172,DATA/train/MildDemented/mildDem253.jpg,0
1934,DATA/train/NonDemented/nonDem2093.jpg,1
259,DATA/train/MildDemented/mildDem331.jpg,0
1324,DATA/train/NonDemented/nonDem1544.jpg,1
862,DATA/train/NonDemented/nonDem1128.jpg,1
2396,DATA/train/NonDemented/nonDem2509.jpg,1
575,DATA/train/MildDemented/mildDem616.jpg,0
3531,DATA/train/VeryMildDemented/verymildDem118.jpg,3
1006,DATA/train/NonDemented/nonDem1258.jpg,1
2094,DATA/train/NonDemented/nonDem2237.jpg,1
3372,DATA/train/VeryMildDemented/verymildDem1036.jpg,3
2488,DATA/train/NonDemented/nonDem289.jpg,1
133,DATA/train/MildDemented/mildDem218.jpg,0
4825,DATA/train/VeryMildDemented/verymildDem732.jpg,3
4756,DATA/train/VeryMildDemented/verymildDem670.jpg,3
1133,DATA/train/NonDemented/nonDem1372.jpg,1
1627,DATA/train/NonDemented/nonDem1817.jpg,1
2491,DATA/train/NonDemented/nonDem291.jpg,1
3285,DATA/train/ModerateDemented/moderateDem16.jpg,2
2895,DATA/train/NonDemented/nonDem655.jpg,1
503,DATA/train/MildDemented/mildDem551.jpg,0
513,DATA/train/MildDemented/mildDem560.jpg,0
3059,DATA/train/NonDemented/nonDem802.jpg,1
5063,DATA/train/VeryMildDemented/verymildDem947.jpg,3
3522,DATA/train/VeryMildDemented/verymildDem1171.jpg,3
3055,DATA/train/NonDemented/nonDem8.jpg,1
2177,DATA/train/NonDemented/nonDem2311.jpg,1
3789,DATA/train/VeryMildDemented/verymildDem1411.jpg,3
392,DATA/train/MildDemented/mildDem451.jpg,0
2200,DATA/train/NonDemented/nonDem2332.jpg,1
4607,DATA/train/VeryMildDemented/verymildDem536.jpg,3
4819,DATA/train/VeryMildDemented/verymildDem727.jpg,3
2349,DATA/train/NonDemented/nonDem2467.jpg,1
3129,DATA/train/NonDemented/nonDem866.jpg,1
4344,DATA/train/VeryMildDemented/verymildDem3.jpg,3
3072,DATA/train/NonDemented/nonDem814.jpg,1
192,DATA/train/MildDemented/mildDem271.jpg,0
229,DATA/train/MildDemented/mildDem304.jpg,0
2742,DATA/train/NonDemented/nonDem517.jpg,1
689,DATA/train/MildDemented/mildDem74.jpg,0
3813,DATA/train/VeryMildDemented/verymildDem1433.jpg,3
2046,DATA/train/NonDemented/nonDem2194.jpg,1
3645,DATA/train/VeryMildDemented/verymildDem1282.jpg,3
4800,DATA/train/VeryMildDemented/verymildDem71.jpg,3
936,DATA/train/NonDemented/nonDem1195.jpg,1
2086,DATA/train/NonDemented/nonDem223.jpg,1
2738,DATA/train/NonDemented/nonDem513.jpg,1
4924,DATA/train/VeryMildDemented/verymildDem821.jpg,3
42,DATA/train/MildDemented/mildDem136.jpg,0
543,DATA/train/MildDemented/mildDem588.jpg,0
2061,DATA/train/NonDemented/nonDem2207.jpg,1
4292,DATA/train/VeryMildDemented/verymildDem252.jpg,3
4749,DATA/train/VeryMildDemented/verymildDem664.jpg,3
1076,DATA/train/NonDemented/nonDem1320.jpg,1
4724,DATA/train/VeryMildDemented/verymildDem641.jpg,3
813,DATA/train/NonDemented/nonDem1084.jpg,1
3253,DATA/train/NonDemented/nonDem978.jpg,1
2189,DATA/train/NonDemented/nonDem2322.jpg,1
1859,DATA/train/NonDemented/nonDem2025.jpg,1
2411,DATA/train/NonDemented/nonDem2522.jpg,1
1985,DATA/train/NonDemented/nonDem2139.jpg,1
3697,DATA/train/VeryMildDemented/verymildDem1329.jpg,3
3755,DATA/train/VeryMildDemented/verymildDem1381.jpg,3
1525,DATA/train/NonDemented/nonDem1725.jpg,1
3080,DATA/train/NonDemented/nonDem821.jpg,1
1565,DATA/train/NonDemented/nonDem1761.jpg,1
3749,DATA/train/VeryMildDemented/verymildDem1376.jpg,3
2983,DATA/train/NonDemented/nonDem734.jpg,1
1647,DATA/train/NonDemented/nonDem1835.jpg,1
1178,DATA/train/NonDemented/nonDem1412.jpg,1
1334,DATA/train/NonDemented/nonDem1553.jpg,1
3038,DATA/train/NonDemented/nonDem784.jpg,1
1932,DATA/train/NonDemented/nonDem2091.jpg,1
4049,DATA/train/VeryMildDemented/verymildDem1646.jpg,3
2064,DATA/train/NonDemented/nonDem221.jpg,1
4325,DATA/train/VeryMildDemented/verymildDem282.jpg,3
312,DATA/train/MildDemented/mildDem38.jpg,0
3528,DATA/train/VeryMildDemented/verymildDem1177.jpg,3
3205,DATA/train/NonDemented/nonDem934.jpg,1
2246,DATA/train/NonDemented/nonDem2374.jpg,1
3786,DATA/train/VeryMildDemented/verymildDem1409.jpg,3
2311,DATA/train/NonDemented/nonDem2432.jpg,1
1579,DATA/train/NonDemented/nonDem1774.jpg,1
2705,DATA/train/NonDemented/nonDem484.jpg,1
4055,DATA/train/VeryMildDemented/verymildDem1651.jpg,3
30,DATA/train/MildDemented/mildDem125.jpg,0
3559,DATA/train/VeryMildDemented/verymildDem1204.jpg,3
1003,DATA/train/NonDemented/nonDem1255.jpg,1
801,DATA/train/NonDemented/nonDem1073.jpg,1
4668,DATA/train/VeryMildDemented/verymildDem591.jpg,3
2225,DATA/train/NonDemented/nonDem2355.jpg,1
2547,DATA/train/NonDemented/nonDem341.jpg,1
686,DATA/train/MildDemented/mildDem716.jpg,0
1220,DATA/train/NonDemented/nonDem1450.jpg,1
1359,DATA/train/NonDemented/nonDem1576.jpg,1
3583,DATA/train/VeryMildDemented/verymildDem1226.jpg,3
3436,DATA/train/VeryMildDemented/verymildDem1094.jpg,3
4400,DATA/train/VeryMildDemented/verymildDem35.jpg,3
4448,DATA/train/VeryMildDemented/verymildDem393.jpg,3
2806,DATA/train/NonDemented/nonDem575.jpg,1
1577,DATA/train/NonDemented/nonDem1772.jpg,1
303,DATA/train/MildDemented/mildDem371.jpg,0
3219,DATA/train/NonDemented/nonDem947.jpg,1
2203,DATA/train/NonDemented/nonDem2335.jpg,1
171,DATA/train/MildDemented/mildDem252.jpg,0
3895,DATA/train/VeryMildDemented/verymildDem1507.jpg,3
4696,DATA/train/VeryMildDemented/verymildDem616.jpg,3
4852,DATA/train/VeryMildDemented/verymildDem757.jpg,3
4972,DATA/train/VeryMildDemented/verymildDem865.jpg,3
3173,DATA/train/NonDemented/nonDem905.jpg,1
4199,DATA/train/VeryMildDemented/verymildDem1781.jpg,3
1024,DATA/train/NonDemented/nonDem1274.jpg,1
2430,DATA/train/NonDemented/nonDem254.jpg,1
4202,DATA/train/VeryMildDemented/verymildDem1784.jpg,3
4245,DATA/train/VeryMildDemented/verymildDem21.jpg,3
3918,DATA/train/VeryMildDemented/verymildDem1528.jpg,3
3098,DATA/train/NonDemented/nonDem838.jpg,1
1321,DATA/train/NonDemented/nonDem1541.jpg,1
4783,DATA/train/VeryMildDemented/verymildDem695.jpg,3
223,DATA/train/MildDemented/mildDem3.jpg,0
1154,DATA/train/NonDemented/nonDem1391.jpg,1
3777,DATA/train/VeryMildDemented/verymildDem1400.jpg,3
1753,DATA/train/NonDemented/nonDem1930.jpg,1
4875,DATA/train/VeryMildDemented/verymildDem778.jpg,3
3344,DATA/train/VeryMildDemented/verymildDem1010.jpg,3
4575,DATA/train/VeryMildDemented/verymildDem507.jpg,3
1916,DATA/train/NonDemented/nonDem2077.jpg,1
4427,DATA/train/VeryMildDemented/verymildDem374.jpg,3
964,DATA/train/NonDemented/nonDem122.jpg,1
2728,DATA/train/NonDemented/nonDem504.jpg,1
1431,DATA/train/NonDemented/nonDem1640.jpg,1
452,DATA/train/MildDemented/mildDem505.jpg,0
1499,DATA/train/NonDemented/nonDem1701.jpg,1
269,DATA/train/MildDemented/mildDem340.jpg,0
3132,DATA/train/NonDemented/nonDem869.jpg,1
4797,DATA/train/VeryMildDemented/verymildDem707.jpg,3
1319,DATA/train/NonDemented/nonDem154.jpg,1
173,DATA/train/MildDemented/mildDem254.jpg,0
4817,DATA/train/VeryMildDemented/verymildDem725.jpg,3
2124,DATA/train/NonDemented/nonDem2264.jpg,1
3659,DATA/train/VeryMildDemented/verymildDem1295.jpg,3
2103,DATA/train/NonDemented/nonDem2245.jpg,1
2669,DATA/train/NonDemented/nonDem451.jpg,1
79,DATA/train/MildDemented/mildDem17.jpg,0
1903,DATA/train/NonDemented/nonDem2065.jpg,1
3874,DATA/train/VeryMildDemented/verymildDem1489.jpg,3
1349,DATA/train/NonDemented/nonDem1567.jpg,1
1365,DATA/train/NonDemented/nonDem1581.jpg,1
3440,DATA/train/VeryMildDemented/verymildDem1098.jpg,3
1458,DATA/train/NonDemented/nonDem1665.jpg,1
3892,DATA/train/VeryMildDemented/verymildDem1504.jpg,3
2663,DATA/train/NonDemented/nonDem446.jpg,1
3600,DATA/train/VeryMildDemented/verymildDem1241.jpg,3
1957,DATA/train/NonDemented/nonDem2113.jpg,1
2668,DATA/train/NonDemented/nonDem450.jpg,1
2590,DATA/train/NonDemented/nonDem380.jpg,1
2959,DATA/train/NonDemented/nonDem712.jpg,1
115,DATA/train/MildDemented/mildDem201.jpg,0
1501,DATA/train/NonDemented/nonDem1703.jpg,1
3046,DATA/train/NonDemented/nonDem791.jpg,1
2101,DATA/train/NonDemented/nonDem2243.jpg,1
3626,DATA/train/VeryMildDemented/verymildDem1265.jpg,3
1075,DATA/train/NonDemented/nonDem132.jpg,1
1666,DATA/train/NonDemented/nonDem1852.jpg,1
1754,DATA/train/NonDemented/nonDem1931.jpg,1
1715,DATA/train/NonDemented/nonDem1897.jpg,1
2481,DATA/train/NonDemented/nonDem282.jpg,1
2096,DATA/train/NonDemented/nonDem2239.jpg,1
4589,DATA/train/VeryMildDemented/verymildDem52.jpg,3
1568,DATA/train/NonDemented/nonDem1764.jpg,1
1818,DATA/train/NonDemented/nonDem199.jpg,1
2917,DATA/train/NonDemented/nonDem675.jpg,1
1504,DATA/train/NonDemented/nonDem1706.jpg,1
1894,DATA/train/NonDemented/nonDem2057.jpg,1
3325,DATA/train/ModerateDemented/moderateDem6.jpg,2
52,DATA/train/MildDemented/mildDem145.jpg,0
634,DATA/train/MildDemented/mildDem67.jpg,0
4779,DATA/train/VeryMildDemented/verymildDem691.jpg,3
4271,DATA/train/VeryMildDemented/verymildDem233.jpg,3
4249,DATA/train/VeryMildDemented/verymildDem213.jpg,3
1792,DATA/train/NonDemented/nonDem1966.jpg,1
4522,DATA/train/VeryMildDemented/verymildDem46.jpg,3
2815,DATA/train/NonDemented/nonDem583.jpg,1
1889,DATA/train/NonDemented/nonDem2052.jpg,1
328,DATA/train/MildDemented/mildDem394.jpg,0
2830,DATA/train/NonDemented/nonDem597.jpg,1
4392,DATA/train/VeryMildDemented/verymildDem342.jpg,3
5040,DATA/train/VeryMildDemented/verymildDem926.jpg,3
2624,DATA/train/NonDemented/nonDem410.jpg,1
550,DATA/train/MildDemented/mildDem594.jpg,0
2014,DATA/train/NonDemented/nonDem2165.jpg,1
69,DATA/train/MildDemented/mildDem160.jpg,0
125,DATA/train/MildDemented/mildDem210.jpg,0
5021,DATA/train/VeryMildDemented/verymildDem909.jpg,3
912,DATA/train/NonDemented/nonDem1173.jpg,1
53,DATA/train/MildDemented/mildDem146.jpg,0
1683,DATA/train/NonDemented/nonDem1868.jpg,1
3355,DATA/train/VeryMildDemented/verymildDem1020.jpg,3
3889,DATA/train/VeryMildDemented/verymildDem1501.jpg,3
2811,DATA/train/NonDemented/nonDem58.jpg,1
4462,DATA/train/VeryMildDemented/verymildDem405.jpg,3
3298,DATA/train/ModerateDemented/moderateDem28.jpg,2
2119,DATA/train/NonDemented/nonDem226.jpg,1
987,DATA/train/NonDemented/nonDem1240.jpg,1
4490,DATA/train/VeryMildDemented/verymildDem430.jpg,3
2621,DATA/train/NonDemented/nonDem408.jpg,1
2418,DATA/train/NonDemented/nonDem2529.jpg,1
4041,DATA/train/VeryMildDemented/verymildDem1639.jpg,3
2142,DATA/train/NonDemented/nonDem2280.jpg,1
4387,DATA/train/VeryMildDemented/verymildDem338.jpg,3
3441,DATA/train/VeryMildDemented/verymildDem1099.jpg,3
757,DATA/train/NonDemented/nonDem1033.jpg,1
1580,DATA/train/NonDemented/nonDem1775.jpg,1
2419,DATA/train/NonDemented/nonDem253.jpg,1
3838,DATA/train/VeryMildDemented/verymildDem1456.jpg,3
1210,DATA/train/NonDemented/nonDem1441.jpg,1
4641,DATA/train/VeryMildDemented/verymildDem567.jpg,3
4710,DATA/train/VeryMildDemented/verymildDem629.jpg,3
3729,DATA/train/VeryMildDemented/verymildDem1358.jpg,3
2955,DATA/train/NonDemented/nonDem709.jpg,1
1969,DATA/train/NonDemented/nonDem2124.jpg,1
4367,DATA/train/VeryMildDemented/verymildDem32.jpg,3
1800,DATA/train/NonDemented/nonDem1973.jpg,1
446,DATA/train/MildDemented/mildDem50.jpg,0
3793,DATA/train/VeryMildDemented/verymildDem1415.jpg,3
3396,DATA/train/VeryMildDemented/verymildDem1058.jpg,3
2037,DATA/train/NonDemented/nonDem2186.jpg,1
1370,DATA/train/NonDemented/nonDem1586.jpg,1
2497,DATA/train/NonDemented/nonDem297.jpg,1
4085,DATA/train/VeryMildDemented/verymildDem1679.jpg,3
3687,DATA/train/VeryMildDemented/verymildDem132.jpg,3
3315,DATA/train/ModerateDemented/moderateDem43.jpg,2
2945,DATA/train/NonDemented/nonDem70.jpg,1
1808,DATA/train/NonDemented/nonDem1980.jpg,1
3251,DATA/train/NonDemented/nonDem976.jpg,1
4647,DATA/train/VeryMildDemented/verymildDem572.jpg,3
560,DATA/train/MildDemented/mildDem602.jpg,0
4039,DATA/train/VeryMildDemented/verymildDem1637.jpg,3
4750,DATA/train/VeryMildDemented/verymildDem665.jpg,3
3211,DATA/train/NonDemented/nonDem94.jpg,1
3816,DATA/train/VeryMildDemented/verymildDem1436.jpg,3
3307,DATA/train/ModerateDemented/moderateDem36.jpg,2
707,DATA/train/MildDemented/mildDem90.jpg,0
2371,DATA/train/NonDemented/nonDem2487.jpg,1
4361,DATA/train/VeryMildDemented/verymildDem314.jpg,3
3666,DATA/train/VeryMildDemented/verymildDem1300.jpg,3
882,DATA/train/NonDemented/nonDem1146.jpg,1
3938,DATA/train/VeryMildDemented/verymildDem1546.jpg,3
3193,DATA/train/NonDemented/nonDem923.jpg,1
2374,DATA/train/NonDemented/nonDem249.jpg,1
525,DATA/train/MildDemented/mildDem571.jpg,0
3386,DATA/train/VeryMildDemented/verymildDem1049.jpg,3
4834,DATA/train/VeryMildDemented/verymildDem740.jpg,3
4738,DATA/train/VeryMildDemented/verymildDem654.jpg,3
501,DATA/train/MildDemented/mildDem55.jpg,0
1361,DATA/train/NonDemented/nonDem1578.jpg,1
2027,DATA/train/NonDemented/nonDem2177.jpg,1
551,DATA/train/MildDemented/mildDem595.jpg,0
5085,DATA/train/VeryMildDemented/verymildDem967.jpg,3
4338,DATA/train/VeryMildDemented/verymildDem294.jpg,3
2207,DATA/train/NonDemented/nonDem2339.jpg,1
481,DATA/train/MildDemented/mildDem531.jpg,0
2559,DATA/train/NonDemented/nonDem352.jpg,1
2552,DATA/train/NonDemented/nonDem346.jpg,1
2851,DATA/train/NonDemented/nonDem615.jpg,1
447,DATA/train/MildDemented/mildDem500.jpg,0
126,DATA/train/MildDemented/mildDem211.jpg,0
526,DATA/train/MildDemented/mildDem572.jpg,0
571,DATA/train/MildDemented/mildDem612.jpg,0
1342,DATA/train/NonDemented/nonDem1560.jpg,1
1346,DATA/train/NonDemented/nonDem1564.jpg,1
1491,DATA/train/NonDemented/nonDem1695.jpg,1
4831,DATA/train/VeryMildDemented/verymildDem738.jpg,3
2711,DATA/train/NonDemented/nonDem49.jpg,1
394,DATA/train/MildDemented/mildDem453.jpg,0
2883,DATA/train/NonDemented/nonDem644.jpg,1
5008,DATA/train/VeryMildDemented/verymildDem898.jpg,3
2757,DATA/train/NonDemented/nonDem530.jpg,1
776,DATA/train/NonDemented/nonDem1050.jpg,1
1049,DATA/train/NonDemented/nonDem1297.jpg,1
4438,DATA/train/VeryMildDemented/verymildDem384.jpg,3
3461,DATA/train/VeryMildDemented/verymildDem1116.jpg,3
1622,DATA/train/NonDemented/nonDem1812.jpg,1
4010,DATA/train/VeryMildDemented/verymildDem1610.jpg,3
658,DATA/train/MildDemented/mildDem691.jpg,0
1203,DATA/train/NonDemented/nonDem1435.jpg,1
3299,DATA/train/ModerateDemented/moderateDem29.jpg,2
2576,DATA/train/NonDemented/nonDem368.jpg,1
4102,DATA/train/VeryMildDemented/verymildDem1694.jpg,3
1838,DATA/train/NonDemented/nonDem2006.jpg,1
55,DATA/train/MildDemented/mildDem148.jpg,0
1661,DATA/train/NonDemented/nonDem1848.jpg,1
75,DATA/train/MildDemented/mildDem166.jpg,0
2936,DATA/train/NonDemented/nonDem692.jpg,1
647,DATA/train/MildDemented/mildDem681.jpg,0
3308,DATA/train/ModerateDemented/moderateDem37.jpg,2
3465,DATA/train/VeryMildDemented/verymildDem112.jpg,3
1846,DATA/train/NonDemented/nonDem2013.jpg,1
2474,DATA/train/NonDemented/nonDem276.jpg,1
597,DATA/train/MildDemented/mildDem636.jpg,0
3757,DATA/train/VeryMildDemented/verymildDem1383.jpg,3
4851,DATA/train/VeryMildDemented/verymildDem756.jpg,3
1426,DATA/train/NonDemented/nonDem1636.jpg,1
3185,DATA/train/NonDemented/nonDem916.jpg,1
4613,DATA/train/VeryMildDemented/verymildDem541.jpg,3
3700,DATA/train/VeryMildDemented/verymildDem1331.jpg,3
1258,DATA/train/NonDemented/nonDem1485.jpg,1
4574,DATA/train/VeryMildDemented/verymildDem506.jpg,3
2377,DATA/train/NonDemented/nonDem2492.jpg,1
4347,DATA/train/VeryMildDemented/verymildDem301.jpg,3
4376,DATA/train/VeryMildDemented/verymildDem328.jpg,3
4312,DATA/train/VeryMildDemented/verymildDem270.jpg,3
1335,DATA/train/NonDemented/nonDem1554.jpg,1
4149,DATA/train/VeryMildDemented/verymildDem1736.jpg,3
280,DATA/train/MildDemented/mildDem350.jpg,0
3768,DATA/train/VeryMildDemented/verymildDem1393.jpg,3
1601,DATA/train/NonDemented/nonDem1794.jpg,1
1424,DATA/train/NonDemented/nonDem1634.jpg,1
2378,DATA/train/NonDemented/nonDem2493.jpg,1
3241,DATA/train/NonDemented/nonDem967.jpg,1
2783,DATA/train/NonDemented/nonDem554.jpg,1
2603,DATA/train/NonDemented/nonDem392.jpg,1
5012,DATA/train/VeryMildDemented/verymildDem900.jpg,3
2510,DATA/train/NonDemented/nonDem308.jpg,1
2109,DATA/train/NonDemented/nonDem2250.jpg,1
3394,DATA/train/VeryMildDemented/verymildDem1056.jpg,3
3496,DATA/train/VeryMildDemented/verymildDem1148.jpg,3
3073,DATA/train/NonDemented/nonDem815.jpg,1
2905,DATA/train/NonDemented/nonDem664.jpg,1
4718,DATA/train/VeryMildDemented/verymildDem636.jpg,3
2385,DATA/train/NonDemented/nonDem25.jpg,1
3526,DATA/train/VeryMildDemented/verymildDem1175.jpg,3
2787,DATA/train/NonDemented/nonDem558.jpg,1
4005,DATA/train/VeryMildDemented/verymildDem1606.jpg,3
4228,DATA/train/VeryMildDemented/verymildDem195.jpg,3
2242,DATA/train/NonDemented/nonDem2370.jpg,1
4027,DATA/train/VeryMildDemented/verymildDem1626.jpg,3
515,DATA/train/MildDemented/mildDem562.jpg,0
2612,DATA/train/NonDemented/nonDem40.jpg,1
1688,DATA/train/NonDemented/nonDem1872.jpg,1
4688,DATA/train/VeryMildDemented/verymildDem609.jpg,3
1497,DATA/train/NonDemented/nonDem170.jpg,1
22,DATA/train/MildDemented/mildDem118.jpg,0
4813,DATA/train/VeryMildDemented/verymildDem721.jpg,3
95,DATA/train/MildDemented/mildDem184.jpg,0
5013,DATA/train/VeryMildDemented/verymildDem901.jpg,3
1121,DATA/train/NonDemented/nonDem1361.jpg,1
